index,method,velocity,acceleration,jerk
0,Original,16.946920083343194,9.133998540407931e-12,4.566999270203965e-10
1,Original,16.94692008334319,4.5669992702039654e-12,132.7904241733985
2,Original,16.94692008334319,2.6558084834588476,1135.3510419372774
3,Original,16.945746365822917,22.707020838740984,1739.5403871827525
4,Original,16.94225785401504,37.4466162271139,265.5808483454763
5,Original,16.94692008334319,17.39540387183146,1588.5052660915655
6,Original,16.946920083343212,5.68470184357133,509.5408409869063
7,Original,16.944370324924794,27.528621670519247,1615.9217983374363
8,Original,16.941669454687137,38.003137810320055,568.4701843573382
9,Original,16.94692008334318,16.159217983372486,1508.5557487354242
10,Original,16.94692008334318,7.844223502935813,599.6502232485545
11,Original,16.94389467100751,28.10537904029878,1241.6932034427155
12,Original,16.94280104583313,32.67808757179012,784.4223502935397
13,Original,16.946920083343237,12.41693203442799,1091.3438564086796
14,Original,16.946920083343198,10.8706001828493,978.478902214791
15,Original,16.942902477329223,31.962344334685373,1022.1143968988175
16,Original,16.94306417452311,31.312888120825647,1087.0600182846351
17,Original,16.946920083343162,10.22114396899267,1197.359136503672
18,Original,16.9469200833432,19.929896871207905,2261.18237047371
19,Original,16.936928415777135,51.1290338383463,1126.9240095935477
20,Original,16.940118835708965,42.46837706307886,1992.989687120541
21,Original,16.946920083343233,11.26924009593548,1607.1614051065733
22,Original,16.946920083343187,16.043103871938815,1489.773799119214
23,Original,16.941884176490497,37.361713453674575,527.5505709788861
24,Original,16.94459381449319,26.594115291516538,1604.3103871945025
25,Original,16.946920083343233,5.27550570978453,2754.538193734823
26,Original,16.946920083343233,61.00658281968177,6458.601027943802
27,Original,16.88945415322225,131.35063049615772,933.746485679401
28,Original,16.932439503885746,79.68151253326978,6100.658281968196
29,Original,16.94692008334322,9.337464856793778,3190.519727471943
30,Original,16.94692008334322,21.71145874146657,1962.2465361649786
31,Original,16.939906213974293,46.2510782532222,282.81607702901556
32,Original,16.945376304974115,27.36778028204688,2171.145874146543
33,Original,16.946920083343233,2.8281607702913285,4419.425954235837
34,Original,16.946920083343233,104.67321254633438,11097.641310833114
35,Original,16.78093443784025,223.864790210215,1451.8365117548155
36,Original,16.90851974617317,133.7099427814307,10467.321254633229
37,Original,16.946920083343162,14.518365117550413,7226.113204152314
38,Original,16.946920083343166,13.73068060628907,3170.9653570566434
39,Original,16.936874165884568,51.58445203447062,2412.3090821892056
40,Original,16.932228138749245,61.976862250073175,1373.0680606289288
41,Original,16.94692008334319,24.123090821892045,3117.7821449836574
42,Original,16.946920083343247,0.8599186822767693,2386.1237752261245
43,Original,16.946296734662383,32.00105517954445,3028.121781498434
44,Original,16.935480150923976,61.42235431224545,85.99186822817242
45,Original,16.9469200833432,30.281217814981,3071.117715612365
46,Original,16.9469200833432,4.75071684047504e-12,609.8126929342649
47,Original,16.946920083343272,18.424106789771518,2548.895339470633
48,Original,16.936766505019133,50.97790678941081,1412.9693209863287
49,Original,16.93841726484071,46.683493209498096,1842.4106789776415
