index,method,velocity,acceleration,jerk
0,Original,28.760243444729696,1.7763568394002505e-11,14805.542055541824
1,Original,28.76024344472973,148.05542055541605,18940.39150458047
2,Original,28.4356897224599,378.8078300916073,7813.62427828908
3,Original,28.541567865479156,304.2796531607372,18060.889271716464
4,Original,28.751622195322792,42.83871883087215,20317.265876418995
5,Original,28.733499714185424,115.08637931991541,16404.803514748484
6,Original,28.76024344472972,313.8971427238137,25971.332056239637
7,Original,27.930377254521016,620.2390893564487,2852.8625156348103
8,Original,28.3791901435656,369.4669492541136,42302.342049930514
9,Original,28.547396969713624,231.59979591363455,38852.156300940784
10,Original,28.384191737524638,412.65777630874516,5159.619735629443
11,Original,28.760243444729714,131.60597034522453,25007.28789550189
12,Original,28.741073622122194,102.06840566100435,8698.732954281319
13,Original,28.758039394022376,63.963156731736575,4393.9253186222595
14,Original,28.756460852086835,42.127495983881964,1906.5150679718058
15,Original,28.75719066212012,45.1544115455747,2350.12145366473
16,Original,28.753023998897376,65.10136194499235,2728.173352103672
17,Original,28.747285608005658,77.72376645758153,2048.572578165114
18,Original,28.759509455089855,99.23787561526025,2994.705462374111
19,Original,28.728818743839025,133.6283762695697,10354.565918883709
20,Original,28.760243444729714,124.30968893436419,27831.466231196962
21,Original,28.344828497401718,434.4811456983956,3853.6257929719654
22,Original,28.531630969004887,198.5270633255168,43061.18213374508
23,Original,28.185076839486584,431.5259371422213,39826.47956402042
24,Original,27.92315228692055,604.7519128428131,21357.21150532277
25,Original,28.76024344472973,44.06483527911505,53659.336678978274
26,Original,28.356664355943266,473.1517979972031,2110.5143551132055
27,Original,28.736611181578986,43.47217294398287,52494.6749431397
28,Original,27.987546643868658,580.8668719153444,20839.13468526234
29,Original,28.308732253181176,410.83415478834996,44079.62597916731
30,Original,28.5320556941017,304.33253225541574,54437.01359309418
31,Original,27.837650518889067,680.9640150842848,7949.1595153027465
32,Original,28.76024344472976,151.34252454934796,52720.468126088905
33,Original,28.47235799548427,378.7823938539089,20572.393320258238
34,Original,28.6752767975587,270.3369524146942,12506.603661688427
35,Original,28.735973374002935,133.50912899129642,8293.414936924783
36,Original,28.735607852840804,110.2375305012433,857.3177784994507
37,Original,28.751817540002843,128.9421340578175,3001.6437009895344
38,Original,28.707495736126102,167.47223032120087,563.3592530392542
39,Original,28.76024344472965,122.03113151629545,2595.6916579463955
40,Original,28.728037313457694,118.12120297886763,743.9433532919727
41,Original,28.73235505393352,109.9630648402418,11084.874423572843
42,Original,28.76024344472972,113.14362742325703,20320.4825131514
43,Original,28.58036315892098,304.47311981622533,3607.8297460999183
44,Original,28.720184909783267,51.83777113638046,36117.57485923041
45,Original,28.3068917905256,422.32014103796485,24633.6164818163
46,Original,28.273800840955452,456.42456209224235,16761.127362211115
47,Original,28.76024344472973,88.55339325744116,35551.1153209167
48,Original,28.60971585285519,258.1665369198059,19264.31252544654
49,Original,28.553082712164034,301.54564643833004,9699.749834370148
50,Original,28.760243444729717,69.12420138235943,20777.977720515068
51,Original,28.729830596027746,121.69007015896528,7537.318881483939
52,Original,28.7491430171945,91.79334151524014,2047.4055779217535
53,Original,28.740888373055473,150.5021137974549,7604.573940835407
54,Original,28.650273844433052,240.76970429430813,1799.7356864297449
55,Original,28.760243444729575,114.60682802373631,23737.121303703432
56,Original,28.760243444729575,238.30043161940355,29530.552309427294
57,Original,28.35338490217189,479.340730839253,7489.415767682639
58,Original,28.75110903852085,382.2081344312534,8662.069678842643
59,Original,28.31907296080158,437.138056176155,11639.8801307071
60,Original,28.31789198336129,284.9826338960952,25159.179420988545
61,Original,25.962330560938398,142.8489427163055,12049.569839462023
62,Original,25.669005670730375,192.92760279909342,17702.059033730613
63,Original,28.430317057770246,236.34391982613334,8210.50745743133
64,Original,28.756824651620565,45.609691641030416,11706.85730267477
65,Original,28.758240233658498,40.13935275139323,1215.7531510510573
