index,method,velocity,acceleration,jerk
0,Original,28.754149413036906,2.4868995751603507e-12,3328.30065173786
1,Original,28.75414941303693,33.283006517379334,4809.9104965134475
2,Original,28.73271665151419,96.1982099302697,4778.251378136321
3,Original,28.734315421603387,128.45014019185965,16709.982141813063
4,Original,28.573327381169864,419.4555100650042,27442.09868177546
5,Original,27.880027276185587,669.1200303137604,13122.318905134987
6,Original,28.754149413036938,160.34728314031793,53422.381250620965
7,Original,28.38773853988386,403.8967574072838,23227.265620771454
8,Original,28.521282983115523,313.0223435604642,18976.73971964181
9,Original,28.744415747042176,46.73424480325814,19447.47880068315
10,Original,28.736616762176503,89.52172751430633,2749.861312487083
11,Original,28.754149413036956,52.58143604003842,3989.3900523396283
12,Original,28.74957403142447,49.736554124657545,421.9987456337535
13,Original,28.753573473512095,49.81364899235459,3194.4838224684377
14,Original,28.741634942297637,75.66036351359651,2481.222923605078
15,Original,28.746005295193942,85.10532179234556,1815.011833600039
16,Original,28.735337378323205,107.18411784282303,753.4769718641815
17,Original,28.726952229615563,96.69475666430785,16380.22319355141
18,Original,28.70258917831759,232.82791091342915,28976.82747082325
19,Original,28.30031057726117,494.7677238190735,12789.398928298757
20,Original,28.75414941303695,52.369848089734674,56330.03800219524
21,Original,27.862935270173086,636.2979234560439,18447.26083345378
22,Original,28.29149213922304,397.66676699144807,42342.51631543922
23,Original,28.53584457439772,216.8005075833063,39090.633849337064
24,Original,28.39281798553434,389.277982838039,20689.271181369455
25,Original,28.68987883824273,204.2171569579767,53451.8422701313
26,Original,27.89702101935732,683.856678949211,2143.093090090186
27,Original,28.754149413036906,162.3229601751146,61087.31413743019
28,Original,28.068249161151737,540.7812445783134,33499.55573497897
29,Original,28.03799413341708,513.2849512407751,29756.04491875623
30,Original,28.650570401882472,72.98963914850626,43931.091439268544
31,Original,28.470329004476966,370.8179096143906,8189.122694210648
32,Original,28.754149413036938,221.49296223406984,12609.909205891716
33,Original,28.722322691079256,126.33196149454031,5529.57450136399
34,Original,28.744871017078555,116.6146348154502,979.6532132946737
35,Original,28.71809101138938,135.66609540600953,1178.7943051381642
36,Original,28.711041923155868,136.79597748968592,1001.8474011791055
37,Original,28.75414941303683,117.98438537769016,898.0205617656013
38,Original,28.714304750544454,144.72374381197938,3548.0506512511624
39,Original,28.746799868237062,51.99416384776172,16430.696068982124
40,Original,28.679269676048726,192.73473288500736,16257.910599623092
41,Original,28.581719398405877,285.6755307611404,15653.753823860734
42,Original,28.754149413037016,127.6878621928631,41323.13806269456
43,Original,28.145330710491407,545.1008120725246,11425.72225264379
44,Original,28.552860301320333,351.90689953983946,31324.240225144615
45,Original,28.75414941303701,85.54037329117565,33569.62633164736
46,Original,28.528595579026184,323.1321401815179,7117.7569916691355
47,Original,28.641708765928087,227.06718882262498,17279.068035374326
48,Original,28.745197748140452,38.12832910565072,17186.87614878518
49,Original,28.723290488096524,124.43534505131522,4263.3306905569025
50,Original,28.75414941303696,111.64717235699679,3357.1020591264128
51,Original,28.678206729898665,181.51630749668823,4353.446754426752
52,Original,28.66467796456154,196.89212304744785,9495.345779344443
53,Original,28.75414941303692,22.651155225906088,25715.168389942133
54,Original,28.527715205754195,321.82423509833944,19448.70513919963
55,Original,28.393388409731422,401.14343987809076,5555.807852301683
56,Original,28.754149413036803,398.5012275655022,10855.94573059606
57,Original,28.177999108497847,534.8591094351144,15776.73318652442
58,Original,28.58681900648128,191.94213013058268,34791.18185962696
59,Original,25.664635971929712,201.66497455147294,13106.170602155591
60,Original,25.66395647462161,237.05575090265245,21466.19844945409
61,Original,28.753911100147153,235.96951162098864,11723.3131829395
62,Original,28.750363170536115,45.93913878865395,11707.084431474726
63,Original,28.754149413036984,40.346882167425875,220.96716190966845
64,Original,28.75041246427545,41.76184796724006,71.82502726393362
65,Original,28.752333705532855,41.245995697174955,60.61762432910707
66,Original,28.751219057020506,41.89808038885405,74.03713941475239
67,Original,28.750761234611534,42.1590745711057,61.1676187835562
68,Original,28.75293260899839,42.189589079865044,182.33529586011187
69,Original,28.750011475378038,45.539886321089405,69.77752812007361
70,Original,28.754149413036963,41.42347879564054,92.7216544853095
71,Original,28.750253052554687,44.47908628390577,2729.954236694054
72,Original,28.753122646902575,93.70742929271175,27623.95746796681
73,Original,28.366088634522992,593.5355979339753,44308.12996995531
74,Original,26.89669920780651,978.5991883118506,6911.759944950661
75,Original,28.754149413036778,455.59724092962443,48929.95941559237
76,Original,28.754149413036956,8.881784197001252e-12,22779.862046481223
77,Original,28.754149413036956,0.0,4.440892098500626e-10
78,Original,28.754149413036956,0.0,0.0
79,Original,28.754149413036956,0.0,0.0
80,Original,28.754149413036956,0.0,0.0
81,Original,28.754149413036956,0.0,0.0
82,Original,28.754149413036956,0.0,0.0
83,Original,28.754149413036956,0.0,0.0
84,Original,28.754149413036956,0.0,0.0
85,Original,28.754149413036956,0.0,0.0
86,Original,28.754149413036956,0.0,0.0
87,Original,28.754149413036956,0.0,0.0
88,Original,28.754149413036956,0.0,0.0
89,Original,28.754149413036956,0.0,0.0
90,Original,28.754149413036956,0.0,0.0
91,Original,28.754149413036956,0.0,0.0
92,Original,28.754149413036956,0.0,0.0
93,Original,28.754149413036956,0.0,0.0
94,Original,28.754149413036956,0.0,4.440892098500626e-10
95,Original,28.754149413036956,8.881784197001252e-12,4.440892098500626e-10
96,Original,28.754149413036778,8.881784197001252e-12,8.881784197001252e-10
97,Original,28.754149413036778,8.881784197001252e-12,8.881784197001252e-10
98,Original,28.754149413036956,8.881784197001252e-12,4.440892098500626e-10
99,Original,28.754149413036956,0.0,4.440892098500626e-10
100,Original,28.754149413036956,0.0,0.0
101,Original,28.754149413036956,0.0,0.0
102,Original,28.754149413036956,0.0,0.0
103,Original,28.754149413036956,0.0,0.0
104,Original,28.754149413036956,0.0,0.0
105,Original,28.754149413036956,0.0,0.0
106,Original,28.754149413036956,0.0,0.0
107,Original,28.754149413036956,0.0,0.0
108,Original,28.754149413036956,0.0,0.0
109,Original,28.754149413036956,0.0,4.440892098500626e-10
110,Original,28.754149413036956,8.881784197001252e-12,0.0
111,Original,28.754149413036778,0.0,8.881784197001252e-10
112,Original,28.754149413036956,8.881784197001252e-12,0.0
113,Original,28.754149413036956,0.0,4.440892098500626e-10
114,Original,28.754149413036956,0.0,0.0
115,Original,28.754149413036956,0.0,0.0
116,Original,28.754149413036956,0.0,0.0
117,Original,28.754149413036956,0.0,0.0
118,Original,28.754149413036956,0.0,0.0
119,Original,28.754149413036956,0.0,0.0
120,Original,28.754149413036956,0.0,0.0
121,Original,28.754149413036956,0.0,0.0
122,Original,28.754149413036956,0.0,0.0
123,Original,28.754149413036956,0.0,0.0
124,Original,28.754149413036956,0.0,0.0
125,Original,28.754149413036956,0.0,0.0
126,Original,28.754149413036956,0.0,8.881784197001252e-10
127,Original,28.754149413036956,1.7763568394002505e-11,0.0
128,Original,28.7541494130366,0.0,1.7763568394002505e-09
129,Original,28.754149413036956,1.7763568394002505e-11,0.0
130,Original,28.754149413036956,0.0,8.881784197001252e-10
131,Original,28.754149413036956,0.0,0.0
132,Original,28.754149413036956,0.0,0.0
133,Original,28.754149413036956,0.0,0.0
134,Original,28.754149413036956,0.0,0.0
135,Original,28.754149413036956,0.0,0.0
136,Original,28.754149413036956,0.0,0.0
137,Original,28.754149413036956,0.0,0.0
138,Original,28.754149413036956,0.0,0.0
139,Original,28.754149413036956,0.0,0.0
140,Original,28.754149413036956,0.0,0.0
141,Original,28.754149413036956,0.0,0.0
142,Original,28.754149413036956,0.0,0.0
143,Original,28.754149413036956,0.0,0.0
144,Original,28.754149413036956,0.0,0.0
145,Original,28.754149413036956,0.0,0.0
146,Original,28.754149413036956,0.0,0.0
147,Original,28.754149413036956,0.0,8.881784197001252e-10
148,Original,28.754149413036956,1.7763568394002505e-11,0.0
149,Original,28.7541494130366,0.0,1.7763568394002505e-09
150,Original,28.754149413036956,1.7763568394002505e-11,0.0
151,Original,28.754149413036956,0.0,8.881784197001252e-10
152,Original,28.754149413036956,0.0,0.0
153,Original,28.754149413036956,0.0,0.0
154,Original,28.754149413036956,0.0,0.0
155,Original,28.754149413036956,0.0,0.0
156,Original,28.754149413036956,0.0,0.0
157,Original,28.754149413036956,0.0,0.0
158,Original,28.754149413036956,0.0,0.0
159,Original,28.754149413036956,0.0,0.0
160,Original,28.754149413036956,0.0,0.0
161,Original,28.754149413036956,0.0,18804.634687629616
162,Original,28.754149413036956,376.09269375259237,44828.592245503925
163,Original,27.055833116939162,896.5718449100784,14772.513394741662
164,Original,27.930999047350532,671.295028247635,36528.50366322789
165,Original,28.752075860174756,166.77454234930389,31700.228201905767
166,Original,28.751568585436853,40.33694060109183,6459.045336022046
167,Original,28.750936432133248,40.209622270026784,124.99007568923714
168,Original,28.753195322954557,42.527180251299136,454.7739474421758
169,Original,28.749504722757354,49.19203720735944,61.82382012400138
170,Original,28.75414941303652,42.01724106397892,343.0265799074748
171,Original,28.750409324686863,42.516025322705296,117.27691770437093
172,Original,28.752708402311423,39.983610970178376,135.55208243187235
173,Original,28.751276433709748,40.083953151146304,58.043139212279726
174,Original,28.75111907490611,40.37911337892352,106.79938079462757
175,Original,28.75278889602423,41.88366748851621,307.40571862667935
176,Original,28.749820603522462,46.38308946251445,59.62092767028274
177,Original,28.754149413036917,41.482778939798756,126.7672283012289
178,Original,28.75023978084359,44.380606110671216,79.31834141565108
179,Original,28.753047693329894,40.386861973232925,210.31250586990058
180,Original,28.751014900679312,40.37597891618663,56.37019438183775
181,Original,28.751304116707594,40.59117760220688,91.5197703712005
182,Original,28.7524284218178,41.79857532207674,220.6241640934337
183,Original,28.749954473440237,44.82010968017136,57.82755388323773
184,Original,28.754149413037027,41.57301295119642,103.41090332644981
185,Original,28.750097940290384,46.17389118815739,71.5852672803329
186,Original,28.753405774250563,40.71988411370943,286.9103729305275
187,Original,28.750791325868782,40.60252012402869,56.17657042258212
188,Original,28.751497252399197,40.78810887839631,66.00402762634172
189,Original,28.752164622242898,41.2819949190231,105.060461040849
190,Original,28.750246823128343,42.526855085628576,59.00935871315718
191,Original,28.7541494130369,40.90655164415311,240.70247555116146
192,Original,28.75012018297505,47.09588356318093,59.068374141367464
193,Original,28.753792904503502,40.537864297079494,329.49269507155884
194,Original,28.750616242329038,40.66327396951644,61.93001776876069
195,Original,28.751713215061674,41.0566471719039,92.25832981909448
196,Original,28.751784580433057,42.096969323908645,92.85298737444492
197,Original,28.750158289467166,42.50888546852053,1242.1108610977487
198,Original,28.75414941303695,17.255516800261155,2125.4442734254726
199,Original,28.75414941303724,3.126388037344441e-11,1725.5516800250082
0,S-G,28.208581788234206,96.22379675766666,1220.7586554542956
1,S-G,28.622258067906255,92.1400022794818,7076.10952453022
2,S-G,29.12159210922879,61.174428002094345,19089.200387266534
3,S-G,28.78330509276894,297.2092755878139,19713.62470495272
4,S-G,28.048957567604106,441.6428649408084,3697.3664663869968
5,S-G,27.884537656904048,369.90165207349116,15264.905967887871
6,S-G,28.202969721482674,141.36379917861518,25005.8655389162
7,S-G,28.3918183404254,140.5638316935912,19557.63264692579
8,S-G,28.428757206777487,261.0185810915857,534.4829841014314
9,S-G,28.672009200073198,146.8285058493752,13928.675113000934
10,S-G,28.790273488918963,47.33002268046826,9916.010787369863
11,S-G,28.764501970793788,72.26564634528762,642.5440319036437
