index,method,velocity,acceleration,jerk
0,Original,35.84793066472889,5.938984153058684,2262.6656893154604
1,Original,35.847131740869365,28.56564104621329,2384.2358356711898
2,Original,35.84432444557518,53.62367544856094,1147.8366166239457
3,Original,35.84667739464947,51.51481159971483,185.39047999206645
4,Original,35.845014888597746,50.24224098982955,78.84046503529147
5,Original,35.84591986670334,51.87535787576198,29048.697989890483
6,Original,35.84482771110096,581.1036246430104,78717.4865392441
7,Original,28.836414633145505,1573.350539713559,8324.663787561243
8,Original,26.07562520763505,414.61177188905407,150352.3242048249
9,Original,25.934452611901378,1435.675807163164,44983.38056136594
10,Original,35.11315671315268,533.8813666586097,108716.50002405382
11,Original,34.654540226782146,821.1268602211588,40964.73810733068
12,Original,35.838256385229165,418.12332518821347,33512.42410864762
13,Original,35.806024402655375,163.99766347958143,27695.88919818848
14,Original,35.84793066472891,142.81350848793147,32427.044665232042
15,Original,35.43617294885003,491.6273167247282,7511.6048435586035
16,Original,35.66647338911349,290.97394855637367,27701.13729530534
17,Original,35.81654766544502,79.45103213203731,7790.70033105649
18,Original,35.83433904659952,162.0009999936493,31809.869077567342
19,Original,35.233739700812855,573.5461951671954,8641.707815583042
20,Original,35.513447782574914,329.5985918271314,36912.14474222979
21,Original,35.72715327091577,175.93421120209706,20536.191290685263
22,Original,35.80699730504949,99.69291177253419,16415.723087583254
23,Original,35.791120215235736,168.12492686157546,13079.99723666091
24,Original,35.83650366990379,183.4511760510377,1128.3973086054843
25,Original,35.81907090731913,155.78572361697388,5028.39853006845
26,Original,35.84716128364232,92.06650677244826,5735.059400587891
27,Original,35.84439375926951,60.683077552519364,447.22262605506484
28,Original,35.83732948370655,96.90814073123292,5687.734613184894
29,Original,35.82730279250743,153.78914924185634,5410.485904516751
30,Original,35.80615805518065,195.6213499429001,3454.1299285893306
31,Original,35.797712416041136,91.24435437377966,18323.522357595863
32,Original,35.742226615524956,184.82009217972578,2528.9251572670682
33,Original,35.757623216482784,65.99813838494374,35679.00908494062
34,Original,35.206458961448675,539.1234217557842,24537.015802335907
35,Original,35.51207987809124,528.0822773053699,12965.90652890059
36,Original,35.78369159781536,288.28737773289976,21139.146511811126
37,Original,35.81369739261044,113.77541817780775,17390.38874584722
38,Original,35.82938812412231,74.71412501478315,2905.0008255523367
39,Original,35.83302274115102,65.66407848867325,22034.455845268716
40,Original,35.54493357313644,378.624476324257,16912.32563089751
41,Original,35.56178773266598,391.6354913108223,29547.38957327084
42,Original,35.84793066472889,217.43242407186037,54017.932927493865
43,Original,35.16891949462151,691.7334080730462,23048.692855979407
44,Original,35.81631107133842,673.5156922385697,17538.423468666275
45,Original,35.2338361904953,549.465657873391,25025.195204493946
46,Original,33.85971879244824,227.6616118208012,22592.28560900954
47,Original,33.857049068100636,153.41747170617847,9233.155885588567
48,Original,35.846712308286236,152.9887811985571,7300.902156607611
