index,method,velocity,acceleration,jerk
0,Original,16.8030871783359,2.4868995751603507e-12,4.611690579902177e-10
1,Original,16.803087178335925,4.611690579902177e-12,106.78465593482908
2,Original,16.803087178335947,2.1356931186959143,1052.6727415460289
3,Original,16.802179655330097,21.053454830924522,1678.2068593543365
4,Original,16.79888122803168,35.69983030578264,213.5693118687215
5,Original,16.80308717833594,16.78206859355009,1553.2378517697305
6,Original,16.803087178335915,4.640779303711703,392.9723365099005
7,Original,16.80114006571642,24.585152626408174,1530.3594018981464
8,Original,16.798608342505112,35.24796734167463,464.07793037152
9,Original,16.80308717833591,15.303594018977773,1443.2555944156713
10,Original,16.80308717833591,7.486091131222414,872.6943617877092
11,Original,16.79985200854128,29.381335882486447,1440.9153620043094
12,Original,16.79804734633878,36.3043983713086,748.6091131220937
13,Original,16.80308717833594,14.40915362004457,1501.8534731637694
14,Original,16.80308717833594,9.397485748068872,1091.7646917164295
15,Original,16.79948376787382,30.202113077215916,1140.7141581079027
16,Original,16.798986005434692,32.21176891022693,939.748574806802
17,Original,16.80308717833591,11.407141581079877,1937.04406610929
18,Original,16.80308717833591,26.73530472592784,3689.204173960086
19,Original,16.781129202020786,74.58177804323475,2111.1168591378832
20,Original,16.784336010897523,68.9576419086855,2673.530472592735
21,Original,16.80308717833588,21.111168591380046,1692.189033964099
22,Original,16.80308717833592,35.725134099514094,3532.019360992647
23,Original,16.770793886256705,91.52356810890923,2007.3299909882699
24,Original,16.78120575853142,75.87173391927948,3572.51340995127
25,Original,16.80308717833594,20.07329990988381,4761.2967959373555
26,Original,16.803087178335943,26.086952408271515,4110.454473133058
27,Original,16.785467681276558,67.48816058872865,1531.425577218682
28,Original,16.79078099260473,56.71546395264515,2608.6952408270067
29,Original,16.803087178335936,15.314255772188524,3614.8062400641165
30,Original,16.803087178335936,24.427581979308027,3437.776783858083
31,Original,16.789690439527266,59.67034427610756,1081.5180317489792
32,Original,16.795404148444156,46.05794261428761,2442.758197930975
33,Original,16.803087178335925,10.815180317488075,3573.996574840135
34,Original,16.803087178335925,107.54603661046302,12655.23921876964
35,Original,16.542250380763004,262.4117048290326,4731.963160810673
36,Original,16.654634449362465,202.18529982667647,10754.603661046287
37,Original,16.803087178336,47.31963160810689,10114.76903117939
38,Original,16.803087178336,0.11804148249669243,6149.047002549284
39,Original,16.802869446282983,77.66141106014224,7742.532809514635
40,Original,16.73136439834158,154.9686976727894,11.804148249907257
41,Original,16.80308717833587,77.4253280951441,7748.434883639306
42,Original,16.803087178335865,6.286019626323201e-12,4802.971875830909
43,Original,16.803087178335982,24.116340764490875,2818.1676531978273
44,Original,16.791492903542103,56.36335306395426,813.0671534967577
45,Original,16.79763167707305,40.37768383442604,2411.6340764496526
46,Original,16.80308717833594,8.130671534961207,1589.5702123692377
47,Original,16.803087178335943,8.74312065878028,1260.2747374925898
48,Original,16.79890942005733,33.18489174962667,1569.8650432058712
49,Original,16.796885292121132,40.14042152289771,874.3120658787319
50,Original,16.80308717833589,15.698650432052034,2007.0210761450642
51,Original,16.803087178335936,4.4727522350790746e-12,1294.5203008983683
52,Original,16.803087178335936,39.603871807485504,4267.613798618059
53,Original,16.778607637121237,85.35227597235804,614.4532357387358
54,Original,16.79684371523892,51.892936522260214,3960.3871807485175
55,Original,16.80308717833592,6.144532357387683,2477.467449170245
56,Original,16.80308717833592,2.357317984194915,1538.1778911051924
57,Original,16.801216653836242,36.867115389500654,3215.247942111148
58,Original,16.788972304915145,66.66227682641787,235.73179841942635
59,Original,16.80308717833593,32.152479421112126,3333.1138413208932
60,Original,16.80308717833593,0.0,1604.8592988278338
61,Original,16.80308717833593,0.055465937919731596,1518.3539658729494
62,Original,16.80304719221164,30.36707931745899,3025.6147441620283
63,Original,16.79214764081942,60.5677608211603,5.5465937918451464
64,Original,16.803087178336032,30.256147441622087,3028.388041057924
65,Original,16.80308717833595,7.129810427524844e-12,1512.8073720810658
66,Original,16.803087178335897,4.440892098500626e-12,3609.2516923677676
67,Original,16.803087178335897,72.18503384735467,9374.356054531385
68,Original,16.666419600835514,187.48712109062524,4311.705339591744
69,Original,16.70659096998286,158.41914063918955,7218.5033847352515
70,Original,16.803087178335932,43.117053395920216,5996.136478752386
71,Original,16.803087178335968,42.60592259980666,10264.869183692721
72,Original,16.61871748451046,244.69266690399513,15948.082170438445
73,Original,16.33199999049722,361.56756600857557,4260.5922599803625
74,Original,16.803087178335883,159.48082170438786,26258.520241011298
75,Original,16.803087178336003,181.59727276107984,45779.34991646662
76,Original,14.464725650668898,775.676117194591,41248.15716724228
77,Original,12.424286585196116,1006.5604161059255,18159.727276108653
78,Original,16.80308717833594,412.48157167241783,50328.02080529631
79,Original,16.803087178335918,1.0658141036401503e-12,29019.8604280297
80,Original,16.803087178335918,174.90827544040997,26996.02494082787
